id,nama,Umur,Status,no_hp,alamat
1234,Cakrawangsa Wastuti,33,Belum Menikah,08361517485,"GANG MErDEkA NO.1, kEcamAtAn cIMahi seLaTan, TaSiKmAlAyA, JaWA BaRAt"
1235,Dr. Yunita Ardianto,60,Sudah Menikah,08930135526,"Jl. MeRdEKa No.120, KEcAMatan ciMAHI SeLatan, MAJAleNgka, jAwA BaRaT"
1236,"Puti Mila Putra, S.T.",23,Sudah Menikah,08834375833,"KOMPlEK AHMAd yAni nO.72, KECamaTan cimAhI Utara, KarAwang, jAWa BARAT"
1237,Sabrina Novitasari,60,Belum Menikah,08287490194,"JalaN DipONeGoRo No.127, kEcaMATaN CimaHi, BoGoR, jawa bARAt"
1238,"R.M. Kasusra Narpati, S.Kom",19,Sudah Menikah,08905396000,"Jl. sudIrMaN nO.88, keC. cibEUNYIng, cIReBOn, jawA BaRAt"
1239,"Edison Santoso, S.Kom",52,Belum Menikah,08234219695,"jalaN meRDEKa no.198, kecAMaTaN cibeunyINg, paNGAnDArAn, Jawa BaraT"
1240,"Paramita Ramadan, S.Pd",36,Belum Menikah,08786766770,"kOMPlEK Dewi SARTikA no.106, Kec. cImAhI SElatAn, PangaNDARaN, jawA BaraT"
1241,Caket Nugroho,43,Sudah Menikah,08117148374,"GAnG sudirman NO.175, KECamaTan BojONg, PaNgandArAn, jawA BaRAt"
1242,Cawisono Dongoran,37,Belum Menikah,08064416972,"kOmPLek mErDEkA no.96, KEc. bOjONG, CIrEBon, Jawa BArAt"
1243,Ajeng Prasetya,31,Sudah Menikah,08663612714,"JalAn SuDiRMAN nO.48, KeC. KaRaNGPaWItAN, TaSiKmaLAYA, JAWA BaRat"
1244,Ilsa Napitupulu,43,Belum Menikah,08621681410,"KOmplEk SuDIrman nO.123, KecAmatAn CImAHI tEnGAh, BoGoR, Jawa BARAT"
1245,"Yono Iswahyudi, S.Gz",26,Sudah Menikah,08325435828,"KomplEK SuDIrman No.73, Kec. CIMaHi SelATAN, SUkaBUMi, JAwa baRAt"
1246,"Drs. Cagak Nasyidah, S.E.I",62,Sudah Menikah,08655004696,"jalAn DewI SArTIkA NO.117, kECAmAtAN BojonG, bEkasI, jAwa Barat"
1247,Karma Permadi,49,Sudah Menikah,08086324879,"koMpLeK mERdEka nO.85, Kec. cimAHI UTara, SUKAbUMI, JaWA barAT"
1248,"Maida Mahendra, S.Ked",44,Belum Menikah,08587446823,"KOMPlek PAhLaWan No.114, kec. Cimahi uTaRa, CirEbon, JaWa bArAt"
1249,"Danang Haryanti, S.E.I",34,Belum Menikah,08337398129,"gang MErDEkA nO.160, KeCAMatan cimaHI utaRa, DEPOK, Jawa baRAT"
1250,Hadi Saefullah,68,Belum Menikah,08083342277,"GAng PaHLaWaN nO.82, kEC. ciBeunYIng, garUt, jAWa baRAT"
